,text_no_tag,polarity,SO_PMI_score,SO_PMI_scaled,SO_PMI_sentiment
887000,@USER dude i was just trying to twit u ! and thaanx,1,10.054776126931124,-0.6140660174167636,0
1481484,"@USER well , i wrote : "" i think i feel some "" illumination "" .  "" this implies that i still might be wrong . ",1,9.745786655347308,-0.6247269914139385,0
1134587,@USER you  are so cute together ! congrats ! enjoy each other !,1,10.264892678969133,-0.6068164270466736,0
207479,i miss having a deck off my room @URL,0,5.653102997211841,-0.7659356670183085,0
1103353,"@USER hehe , thanks , you will be pleased to know since i stabbed it with a knitting needle , it ' s gone down",1,16.11793774991796,-0.4048705128838612,0
948498,*o * !  venganza is the best *-* i luv the concert ^^,1,7.508052313697483,-0.7019348894909536,0
697598,been doing revision !  so  bored ! ,0,2.164999241674776,-0.8862846978335591,0
1060626,@USER ill have to look her up,1,3.004328932412802,-0.8573255492834517,0
73119,"woke up @  last night sick  . after an hour or so , indian food finally gave up the ghost . not fun . just glad wasn ' t the iud . ",0,30.48863058911916,0.09095732841704507,1
746449,super travelin today and super stressed ah  ! ipods dead on top of it,0,16.587039530312552,-0.38868523039776015,0
1437007,@USER they love you too ! as do your fans,1,4.655182948563622,-0.8003666126274448,0
759900,"@USER have fun  me , dats where my ppl at ! havent been dere in  yrs doe",0,13.67198093467532,-0.4892626504924757,0
933502,"@USER : welcome to chennai .  and i am sorry to say this , but wait till its  pm and try going out . ",1,19.385603738955602,-0.2921271823036369,0
291735,got three quotes for my car damage . looks like it ' s going to cost ~  to replace the door entirely or do a laborious fix and repaint .,0,23.20716169785163,-0.1602730779561501,0
409334,guess i will listening to chrisette cd since i cant nap . ,0,15.345957368246994,-0.4315059277837209,0
389419,the redi daze festival has been postponed due to the rain what a shame . ,0,9.970678960562829,-0.6169675975233379,0
309206,my face hurts .  it ' s so dry . ,0,3.6790219711898344,-0.8340468113199618,0
1019028,@USER .  and cheers to you too sir !,1,3.1458284946864987,-0.85244343098253,0
707382,i want a coffee,0,4.619134232796021,-0.801610390997821,0
1381346,"@USER ha ha yay ! sounds fun , will send fic in a minute .",1,19.269709828207425,-0.2961258362467116,0
1098279,"that girl on bgt was a right fake , greg was awesome",1,10.875170791048879,-0.5857601785907701,0
1387963,@USER yeah you do not have to believe it ' cos i did not even say it kok . cuma ngetik aja habis baca majalah ada tulisan itu haha,1,26.10294991421732,-0.06036053816067766,0
343407,nsw lost ah well we will kick you butt next time qld .,0,20.376795181294064,-0.25792839184379357,0
1190453,eating beer butt chicken . yum ! it ' s not as gross as it sounds . the beer makes the chicken very moist . & shrimp salad .,1,20.460587350821076,-0.25503733495465286,0
1485725,@USER try to rest as much as you can sweet / fab / great dreams .,1,16.898824929192713,-0.37792778933311033,0
70870,@USER m right there with you x i hate when u find out someone u truly trusted is not what they seemed m a lil disappointed today,0,26.55079368303508,-0.04490871467397395,0
122215,what ' s the chances of it being sunny today ? i miss beingvable to wear shorts !,0,16.213799757865832,-0.40156301386517057,0
613737,@USER lol ! i feel a bit green around the gills today,0,16.357130204775288,-0.3966177250834113,0
794808,has just done the washing up for my mum and just got my foot drenched with water,0,8.95594815587542,-0.6519785597656883,0
1187285,i have decided i am going to blow up apangea,1,4.655420883784171,-0.8003584032176346,0
901385,@USER welcome back chica ! hope you had a nice break,1,13.738786603933548,-0.4869576738886608,0
1489881,@USER i hear you about a circus house . mine is just from the  dogs &  cats . no room for kids here,1,18.530630694364152,-0.3216260689483955,0
1185907,". @USER i doubt my own beliefs are actually  accurate , but whoever ' s been catching my prayers has done a good job so far .",1,16.69422336947609,-0.3849870975248738,0
472229,such a tiring day in college,0,5.77183524983556,-0.7618390825898513,0
755346,@USER aw  why ? x ,0,5.1999522283820525,-0.7815705963850967,0
1439295,@USER re : hunk alerts check out @USER he is pretty fine,1,10.672334950166908,-0.5927585646984055,0
1283650,"well , unless marcus knows i am doing this for no reason cos he ' s my only "" follower "" dude so far . haha ( him and petespace ) hey marcus",1,26.395481546440656,-0.05026740421505016,0
824948,@USER no wonder ! i was thinking it is like  am in nc and i am still seeing your tweets,1,11.7774617314895,-0.5546286963282276,0
28750,is cleaning my room,0,2.452681314126555,-0.8763588868402552,0
706637,going to have an early dinner with my buddy .  going to think about my superman the whole time,0,21.651794291236325,-0.21393746785585954,0
169911, days without sleep and now a migraine . i thought life postr01 was meant to be relaxing,0,18.80838602540271,-0.3120427574310142,0
354069,my legs hurt,0,0.373239772446718,-0.9481052544134316,0
1516365,sleepy time is always interrupted -.- nemonemesis,1,12.95163052740234,-0.5141166913807537,0
1234871,good morning just waking up,1,7.813973479835983,-0.6913797803454199,0
1473832,bill o ' reilly attacks bruce springsteen ' s snide reference to america . i suddenly found a craving to listen to old springteen records ,1,22.489454418171253,-0.1850359237807533,0
343406,my blackberry ' s got low battery .,0,6.663220545805485,-0.7310838746111172,0
1172397,hey nyers ! do not forget to leave a comment to win tix to creativity + technology weds !  @URL,1,17.839355673779085,-0.34547693021424564,0
1002309,i am trying to be spontaneous .  less and less,1,7.544419957868371,-0.7006801072265063,0
1385160,"@USER i made a peanut chicken stir - fry , nothing was pre - made i made it all from scratch was quite pleased it turned out good",1,17.749211312749278,-0.3485871549219184,0
612763,i dont really feel well .  i hope it goes away by the time i get to whitneys !,0,18.99463883659289,-0.30561653078056783,0
374940,woke up today at  . i feel so hungry now ! i did not eat lunch yet .,0,19.201163781749315,-0.2984908605795903,0
815056,just filmed vlog  . when it comes out make sure to watch it all because a brilliant rant begins,1,16.655290499864048,-0.3863303870176902,0
593890,@USER u should be doing this comedy gig i get paid  a day to drive ppl around for this weekend . i forgot to let u know,0,34.149735451780074,0.21727536618607957,1
1230657,@USER have fun in you - ami or as brielle now calls it mommy - ami hehe,1,8.807528150757145,-0.6570994520961484,0
786160,@USER iphone  os working well on my old 2 g handset . no mms though,0,17.404247420383967,-0.3604893439111416,0
1428298,just woke up . cheese toast for breakfast . yum !,1,8.483078542479866,-0.6682938426995169,0
51578,just woke up beside him but he ' s not even mines,0,8.055245581634361,-0.683055239090562,0
580741,why can not i have a twitter application on my blackberry ?,0,6.541222852119301,-0.7352931256041593,0
1172276,@USER thanks haha i have tried already . budu this ah  im gonna try again haha,1,24.863040419768293,-0.10314077533644705,0
517138,airtel net pc doesnt allow install new sofware @URL,0,14.442212750811677,-0.4626875658414148,0
1082702,@USER mkay,1,1.2263406570632758,-0.9186709623605487,0
789670,@USER miss you too love  the pic !  super hot ! ,0,12.728654074425894,-0.5218099831779772,0
1019161,@USER thank you,1,3.423565234399501,-0.8428607609162546,0
799701,@USER i could not agree more,1,2.8893989657388235,-0.861290944544096,0
1520712,@USER o yea ! duh i watch dat show lolz wow  hehe,1,17.886502275528635,-0.3438502447070316,0
706218,@USER hello  dear ! whuut ' s up ? ;p ie boots me every visit to twitpic gr  lol,0,20.80673523565364,-0.24309429501720303,0
802240,@USER @URL - cute puppy dog x i dont see the point of leaving comment as probably no one will read it x ,1,26.279187012804886,-0.05427988073326129,0
1094007,"@USER i luhv you ! youhz tha shizits , cuhz you so funny . good luck with evrahting",1,17.306267200390472,-0.3638699269848428,0
817767,@USER ok .  cool how are you today ?,1,8.353526850578994,-0.6727637270990264,0
803190,@USER no .  but it was announced today,1,5.112283172973449,-0.7845954163418326,0
1392846,"@USER um .  both , since you asked . i ' d like to see the corsets and the review , i have not been on twit . all day so i am catching up .",1,21.17536246990403,-0.23037565661554515,0
82285,honestly did not know it was mother ' s day till  days ago and just now got her a gift . i feel like a horrible child . ha ! yeah right !,0,24.095389911521174,-0.12962679787110376,0
1524511,@USER glad u landed safe my bf loves u,1,14.933760305227919,-0.44572784333324855,0
72439,school tomorow got exams all week !,0,9.152476542828152,-0.6451977979090777,0
445740,@USER not really because right now i am over weight ^^; lost  -  kg . will make me normal weight .  it ' s just .  i do not think i can do,0,11.60846033609283,-0.5604597023899389,0
409260,@USER lmao that ' s how it always is but  omg !  happy summer days ! - jealous - lol,0,24.096576224499216,-0.12958586685896734,0
1496402,"@USER just find a breeder near you . we drove all the way to alburquerque nm for "" alby "" haha . he ' s named after the city . lol .",1,23.819032337715605,-0.1391618829766308,0
886939,"we filmed alot , let me tell you ! will post a film up very soon  ! ",1,10.64807778415464,-0.5935955026522342,0
814877,@USER since you are at starbucks - can you have a iced mocha for me ? thanks !,1,11.772190909600269,-0.5548105539650487,0
1015299,is not technology great . luv the bed potatoe concept ! in fact i just crawled into bed . . . nighty night all,1,26.240520076875583,-0.055613994793457966,0
236928,high and cold ? more like inside and hot,0,10.357725671513695,-0.6036134372667158,0
660008,does not feel like friday . ,0,5.298212175066617,-0.7781803619826155,0
1023997,"too many sporting events on tonight . baseball , basketball , hockey , nascar . a sports bar is actually useful for the multiple tvs .",1,19.743288007363564,-0.2797861058742368,0
893745,michael buble makes me very happy,1,6.56359070485664,-0.7345213740775358,0
460992,watch this ! rowdy people ! @URL i think it ' s calming down though,0,11.33210233872726,-0.5699948021094335,0
1349983,"@USER you know .  i was gonna say something fresh .  but ill be nice , lol . anyway , how are you today",1,22.402029340193994,-0.18805232585503462,0
485852,too full to finish noodles . oh noes,0,5.646195469534685,-0.7661739954395762,0
64081,another weekend over,0,8.058483380422555,-0.682943526259338,0
1485628,had a great time at the lake . now for a relaxing evening .,1,13.71604072798378,-0.4877424682403922,0
391930,i don think ive ever had a worse nights rest .  ugh .  nightmares .  and shivering .  and lack of sleeping .,0,18.151675747502754,-0.3347010414187578,0
1280268,@USER yups ! i will start confirming it and tweet it as well !,1,9.597439188116114,-0.629845380990748,0
846113,"@USER yeah i am  , i will be  later on this year , feel bloody old !  glad ya not in the darkest of places now , live long x ",1,27.034404186959083,-0.028222841913756347,0
129270,i want some dm triumph  ' s,0,4.746862601191191,-0.7972034161996746,0
910117,talking to my babe he ' s amazing,1,4.526319831577037,-0.804812739326672,0
937974,@USER it ' s my mystical powers . i am just brilliant !,1,3.679021971189829,-0.8340468113199621,0
337214,when is the tour of britain coming through stoke this time around ? i know i tweeted it months back but i have forgotten,0,16.89320961598907,-0.37812153285370076,0
1059549,samantha ' s birthday party ' s at  luckily the rain stopped . and my head does not hurt too much anymore .,1,17.728297137006628,-0.3493087506533906,0
790557,scolded by mummy .,0,2.4526813141265515,-0.8763588868402554,0
914028,today felt so much more crazy than it was !  i digg the new addition to the family ! there pretty cool,1,22.287619762439462,-0.1919997662879297,0
404897,our efforts were in vain no silly string,0,5.59850980881305,-0.7678192799419433,0
1133947,i feel like going to the beach and twittering all the while !,1,9.868075358855856,-0.6205076997935144,0
130329,damn pizza jacked up my tummy this morning . looks like i will not be eating that again any time soon,0,26.554839178774756,-0.0447691341094153,0
704788,my  go water is hot i have been here  long .  lol,0,15.689687632010694,-0.4196463023238519,0
933382,@USER i am gonna clear out my camera and charge it tomorrow .,1,13.48366350072262,-0.49576011222246164,0
476997,"@USER next time i will say hi now that we informally met  hehe . oh and i got burned too , no sunblock",0,22.520788159278894,-0.18395482481168313,0
504888,my feet hurt . i do not think i walk to stand too much . what is wrong with me .,0,8.03098841562209,-0.6838921770443906,0
1541136,"@USER well i love the book cover for 1 weekaslovers , its very sensual btw the cowboy on your twitter "" home page "" very yummy",1,28.02261903597416,0.005873248011152299,1
779088,why does liane ' s lfa song make me cry,0,11.571520214138118,-0.5617342366890948,0
75237,not having a good day,0,4.417766224377115,-0.808558132908291,0
187524,@USER i wish i knew,0,7.730795973357074,-0.6942496296939307,0
1212178,@USER that you were sick and that you have completed the assignment already,1,5.010723143910939,-0.7880995125281457,0
1550593,@USER i speak for every infamous owner when i say : where is my infamous  ?,1,12.705151473097136,-0.5226208866056814,0
804996,@USER thats good ! you were starting to worry me .  your always there .  which a comforting though i guess,1,21.473554089679563,-0.2200872377632539,0
1370935,hi . buh bye  . ,1,9.660436182444313,-0.6276718139918773,0
1288075,find us now at @URL and see if we can help you with all your graphic design and website design and online marketing,1,22.031761449177417,-0.2008275713605947,0
1011925,"on leave next week , so trying to do  things before hometime",1,13.903528291918958,-0.4812736392745987,0
867335,@USER welcome to our fb art group @URL,1,10.16285800028089,-0.6103368999311691,0
893573,@USER hahahah yea so do we have school or no ? -_-,1,7.822156697581368,-0.6910974371602312,0
985019,@USER my website of course ! ooh shiny ! do i get to play with it ?,1,14.51865092896159,-0.460050241580913,0
1372902,yay for saturdays full of not much,1,10.041161065303376,-0.6145357739338364,0
746526,@USER hope you all are doing well .  missing ur tweets .  hate the time difference from zurich to u . s .,0,22.453100738519836,-0.18629022423144104,0
232357,woke up suddenly with bad vertigo .,0,3.140025470457146,-0.8526436510421228,0
1479958,"just got done cleaning my room because of boredom . glad i did because when i work , i do not have time to do anything .",1,17.55091371806396,-0.35542895923908924,0
3203,"@USER t ' was the antibiotics for root canal . will take polaramine tonight for hives , other symptoms have gone now thank goodness .",0,20.012428088217753,-0.2705000438318098,0
576345,@USER yay ! but he ' s in a bit of a mess,0,9.418355430110353,-0.6360242558813053,0
947152,today was a good day .,1,8.996855920847231,-0.6505671310318497,0
1393917,life is grand when the coffee pot is full .,1,11.525330831668748,-0.5633278955374933,0
456265,"@USER only one , a baby joey it was knocked down so we brought it to a hospital .",0,6.22169132572871,-0.7463178290565669,0
1460518,@USER kuya zig ! how ' s the acting for kids .  what happened ? haha,1,8.205341802766863,-0.6778765127657922,0
35530,"washing this junk out of my hair  , i got dye everywhere",0,7.441925426360365,-0.7042164462792855,0
869967,hanging with kt down by the lake !  beautiful day ! ,1,11.269039001685535,-0.572170658111681,0
647241,wants to just lie down,0,1.759534133566607,-0.9002743426979808,0
343062,sellindge festival this weekend ! probably no twitter though,0,17.33012428638141,-0.36304679287579356,0
942994,@USER it is very pretty hope my cats are not gonna find it too interesting,1,17.980581357030996,-0.3406042614816689,0
772777,sicky baby needs to feel better and not cry,0,3.9642266680151312,-0.8242064764983857,0
38015,is doing some tv commercial compiling for the station till the continuity systems is fully operational,0,12.423360274689378,-0.5323434464827514,0
1531820,"only got to get through the next  hours and then day off tomorrow for a meal with the missus , courtesy of her mother",1,23.364296912102496,-0.1548514872961766,0
711797,"man , my friend never called me back",0,11.010287571958553,-0.5810982835414779,0
1414023,looking forward to tomorrow !,1,12.36278836243189,-0.5344333415792614,0
335970,oh wait that smell is coming from the man with umbrella eating tuna blech ,0,17.816987821041756,-0.34624868174086887,0
716993,@USER what for ? i am in bentonville,0,1.2263406570632758,-0.9186709623605487,0
479494,my stomach hurts,0,2.4526813141265533,-0.8763588868402553,0
1273679,can not wait for my baby to get here ! ,1,6.933532571013258,-0.7217573773130304,0
1172587,"off , bye twitterland",1,5.543723767484873,-0.7697095468141899,0
1565964,@USER get  followers a day using @URL once you add everyone you are on the train or pay vip,1,24.350929189343585,-0.1208100003855539,0
1419831,"actually had a pretty deece day at work . getting some food , and then relaxing the fuck out for the rest of the night",1,33.242197058032716,0.1859628325661309,1
182605,search for apple ' s itunes application store is down - returns no results for all queries,0,10.909337545174322,-0.5845813329963485,0
185555,"@USER yes i typically play steam games , like cs and tf2 .  but only started ql like last night haha",0,34.115711471113045,0.2161014466628275,1
1372268,good morning ! what a beautiful day it is ! ( via @USER ) goodnight but yes a beautiful day it is !,1,27.056126767388058,-0.027473354030179697,0
515689,there were crazy lightning storms here last night .  maybe no tennis class again today ?,0,22.685514025667004,-0.17827133608559764,0
357390,"@USER oh nice - want one . wonder what the odds of it reaching the uk are . with current track record of ev marketing in the uk , none",0,18.82439649378935,-0.3114903528902456,0
1121880,@USER do not worry overmuch about followers . do your own thing . followers will follow you for you .,1,12.273369056671608,-0.5375185499155499,0
1167144,im actually watching pushing daisies ! finally found a source ! \ m /,1,13.350324961027493,-0.5003606531315892,0
1124487,@USER very funny missy . yes i drink wine . some wines can fuck me up !,1,17.466220904447095,-0.35835109078968497,0
89115,@USER i am mad . no one let us me sleep anymore,0,14.826414509630316,-0.44943156414194174,0
382733,i paid for last night real  bad today i swear i have nothing to throw up anymore .  ew ,0,22.086328351031405,-0.1989448653939807,0
1426978,dad made us all some popcorn . going to watch the new hallmark movie .,1,18.75081617358124,-0.31402907330819907,0
617447,little bit sad that it ' s the last big bang tonight,0,11.492288836100748,-0.5644679339140749,0
319891,keep havin dreams @USER @USER @USER and @USER finally tour the us & somethin stupid always stops me from going ! ,0,23.428892942010705,-0.15262274923710217,0
1327111,@USER trash ! my biggest infuriator ! especially in beautiful places like the woods or streams . !  or the square ! gr  . ,1,16.224114737115624,-0.4012071191319301,0
682517,"i still hope you are here though i am already used to my life without you , baby .",0,14.688886799536087,-0.45417664278067416,0
37926,@USER is it possible that ud get a video of tim saying hi jen ! i luv him  ! i collect duncan stuff . ,0,27.576022995648074,-0.009535525461785044,0
595076,@USER bff u have  n i have  ( followers ) um  can a sista get a shout out i need love ,0,21.473592609712604,-0.22008590871774147,0
3553,@USER sadness but please keep updating *hug*,0,10.098319479143315,-0.6125636537818329,0
1030906,"thinking about what i will have for dinner tonight .  i will probably be cooking for me , myself and i",1,12.423272424874707,-0.5323464775393925,0
575171,"@USER yeah , i am really bummed out , all my favorite shows get cancelled like "" life on mars "" and "" the unusuals "" too",0,22.625804074237845,-0.18033149119799008,0
1332963,@USER nope .  using tv as tv . this movie is killing me . so  boring !  gotta start screening them better !,1,24.122521007407993,-0.1286907015494989,0
1396447,"@URL - me & lil ' man ' s old preschool teacher michelle , too funny lol",1,17.82236484012619,-0.3460631600130648,0
1021912,hi everyone  nice to meet you all,1,11.910770585094488,-0.5500291796696464,0
1124053,@USER hi miley just to let you know you are amazing !,1,12.824283182633495,-0.5185105198313831,0
798660,@USER i feel you i hate working out too ! but our results will be major ! when you look good you feel good !,1,6.467587271219342,-0.7378337526657139,0
250802,@USER i have a thing with my benes where it comes out of my pre tax earnings . but i left that card at home,0,14.843728403339819,-0.44883418789581675,0
840757,"@USER this is silly but i had a dance tryout on friday and i find out today if i made it , could you wish me luck & pray for me please",1,35.20365670431992,0.2536385050684653,1
1336032,ok i just found out today that not all artists update their own twitter ! but i do ! and kevjumba has inspired me to start doing utube vids,1,22.294964313478182,-0.19174635937654405,0
709353,got the icee i wanted . i always get what i want .,0,12.064381248635492,-0.5447291955591678,0
440762,is spending a couple of days at her parents as they are creaking a little more atm,0,9.236709785482637,-0.6422915228019223,0
5250,@USER u will not be singin that song lmao ( smh ) its so  embarassing but it is cold and snow on the ground hope you all enjoy the d,0,25.920689933266132,-0.0666490013490394,0
429764,way  too early to be up on sunday !,0,13.092074589607705,-0.509270990692137,0
1070672,@USER hi cha .  never heard about the ish bet . u and sarah g .  i am sure u wudn ' t say things like that .  no worries,1,34.916132097750236,0.24371812707475793,1
730649,body issues = boyfriend issues . i wish i could get over this weight obsession so carli will not have to take second place anymore,0,28.183456155595604,0.011422564436969762,1
1567813,"@USER hey candice ! so nice to hear from you ! yeah , it sounds great right about now , does not it ?",1,20.898120497920186,-0.2399412558545584,0
395826,my husband has told me that we are having a yard fail not a yard sale . no one is coming at all . come buy our stuff !,0,22.50041640454318,-0.1846577055486902,0
547948,assignments,0,0.5331934765033313,-0.942586418218274,0
701236,boo at my right earphone not working,0,3.83752199825175,-0.8285781309199559,0
968107,check out new @USER tour dates on their myspace i am so jealous i can not go to the toronto show  !,1,18.916801311055494,-0.30830213631756276,0
705733,"and again "" all the tears on her guitar , im not bitter "" ouch joe . poor taylor",0,7.721338382087602,-0.6945759422187003,0
210144,"@USER , i think i am going to an abandoned elementary school tomorrow morning .",0,20.72478715462175,-0.24592172585658145,0
1148565,"good morgnin ' , felas . ' sup you all ?",1,5.758463512869669,-0.7623004437467856,0
261160,"whoa , d200 nefs look pretty bad even at iso  .",0,9.176854212249442,-0.6443567022611258,0
1496896,@USER dude i think you are sending your texts to twitter haha,1,12.384844173329277,-0.5336723563416144,0
1018024,"@USER thank you . yes , it ' s hard to hide the smile .",1,11.730125244314769,-0.5562619333971177,0
303030,@USER me too ! i am so scard,0,1.2263406570632758,-0.9186709623605487,0
652192,i went to the reds game yesterday and i had great seats  rows from the reds dugout . to bad they lost .,0,16.945537797757,-0.37631606879601676,0
467994,@USER did we kill guerrilla knitting ? we will go off and stand in the corner with banksy and feel shame . sorry . ,0,10.483081479030378,-0.5992883222474887,0
489970,i probably just dreamt the worst possible thing that could happen to me in real life and it was extremely unpleasant .,0,18.831739657746752,-0.31123699383692394,0
237867,"looking at their front - end code ( cant help it ) , looks like that ' s pretty much they did , put seo in their url pcworld fail",0,34.226042049951445,0.21990815058079694,1
286812,just got back from paris . makes me sad to think that i need to go back to work tomorrow .,0,23.644619517515967,-0.1451795978566599,0
1053098,@USER she needs to get over herself then .,1,5.218839146036047,-0.7809189465506738,0
830969,"@USER yay for maps ! hahaha . maps are good , very good !",1,12.590606236228952,-0.5265730076455748,0
35238,had a sunbed this morn to get from blue to white . do not want to scare ppl on the beach on wed .   mins was maybe too long tho . ouch !,0,34.58910304566245,0.23243473867075237,1
1173374,"just remembered , my cat ' s names after danny from pearl harbour",1,8.74433830349955,-0.6592796730436312,0
644633,my bums asleep hurry up and get off the plane you bunch o plebians . ,0,11.350542431352428,-0.5693585689492073,0
1320520,"@USER yes he will bee ! he goes on alternate days well i think lol , night at the musuem tonight ) x",1,31.648168912494512,0.13096454241973676,1
457174,"and so it ' s done , bing api lib going to support soap ( basic and experimental ) . i am tired of writing arrays , they are endless with bing !",0,19.403734104204936,-0.29150163557710373,0
833493,@USER morning trying to get myself together so i can get my praise on .  *yawn*,1,19.216732667951664,-0.2979536918206761,0
142238,resorting to limewire for some music .  it takes so long to get ready,0,17.706650092048324,-0.35005563235856074,0
135535,i miss my sushi so much,0,6.212718785147268,-0.7466274060183223,0
47476,"@USER really ? it *is* possible ? oh dear .  oh , and stupider is a word : @URL",0,6.942050757761006,-0.7214634767896393,0
377867,ugg  why can not i fall asleep .  oh wait yah it ' s that damn beagle !  chunk of love better be grateful i am taking this torture pup !,0,24.994905597190883,-0.0985910694178953,0
211590,@USER that ' s why i stay inside lol the worst sunburn i ever got was while yard selling how ' d you do ?,0,16.737536660504023,-0.3834926716241661,0
687385,my cats r catching cold & look so sick poor lil ones !,0,13.625584513480732,-0.4908634527378794,0
988397,a great  and  this weekend for uk riders well done @USER peat and @USER about  hour ago,1,19.14019714965206,-0.30059437458009197,0
87844,@USER not all of wilmington have fun though !,0,7.891149569068315,-0.6887169961531554,0
1264823,"lmao , i love family guy !",1,8.717302175124274,-0.660212492728767,0
1422470,no power nap - will most likely watch the indy race @ texas later .  i am also very happy the sox beat the tribe  -  .  yay ! ,1,30.177175213406862,0.08021127404590622,1
612956,@USER i noticed radioactive man !  my twitter is slow on iphone today . ,0,13.898547974441062,-0.48144547372208774,0
747423,that sarah mclachlan aspca ad just breaks my heart every time . those poor animals .,0,15.954175149654926,-0.410520766318598,0
339549,"@USER i know what you mean girl , i miss san diego",0,11.188422958767301,-0.5749521300268925,0
624555,its been two days,0,5.022745772254867,-0.7876846992741687,0
730395,@USER hmm  the hoover must come out .,0,5.688121967502747,-0.7647274176570421,0
1054903,@USER anyone under the age of  might be willing to sit through my ( possibly no good ) stories,1,14.588271666549485,-0.45764813749210964,0
660126,god damn it ! this weather is making it impossible for me to get my natural tan on . i wish i could fake and bake right now,0,26.00341507184083,-0.0637947599189449,0
1214864,stealing pictures from cha . haha ! just check my multiply if you wanna see them . ,1,18.01046421713701,-0.33957322183841354,0
233927,fuck .  i hate sundays so  much ! ,0,6.093587075610914,-0.7507377727926206,0
1489346,"wow . @USER just deep fried us some tilapia for dinner . he "" winged "" it & knocked it out of the bark . nothing like a sunday fish fry",1,29.306367588424838,0.05016605147282349,1
1274968,"presenting to you .  our much talked about , much awaited blog !  @URL ( let us know what you think )",1,17.99132215179151,-0.34023367495953305,0
1212206,"awesome busy weekend . dance cook friday . disneyland saturday , and audition today i love my bf for putting up with me",1,36.08289791530552,0.283974709210034,1
284922,graduation on thursday .  wish you could come,0,12.945147884827287,-0.5143403601147445,0
49739,work is finished ! but boss is leaving / / off to winchester to check out besties campus,0,13.663907761911435,-0.48954119682762853,0
609200,"@USER aw  hi bb ! i had a movie marathon last night in my cousin ' s house , that ' s why i could not come to twitterland",0,30.903224558426277,0.10526194372808728,1
1052895,"@USER lol , boy do not nobody care bout them  a month checks u be sending me . i can not half get my nails done wit that",1,25.96006306839477,-0.06529052150297188,0
1480792,"@USER lol , you are on - one day",1,11.180785148011143,-0.5752156551931364,0
1364193,@USER you r most welcome,1,7.017029505594395,-0.7188765068294811,0
961638,"@USER they have  teams , both crap and non - league . only know this as used to live down the road from the camb utd stadium",1,10.10429820300203,-0.6123573716089571,0
722534,will be in america tomorrow while jb is here in canada,0,9.048497354644638,-0.648785361639938,0
658156,"@USER lol i remember trying to find guacamole ingredients in london ! i could only find cheesy tortilla chips , ick !",0,25.327939966563903,-0.08710048129574233,0
1442008,saturday night live tonight,1,13.481363666097936,-0.4958394627485682,0
97452,@USER you were great ! i watched you on both shows on tv . how i wish i can go to the concert - i am from way down the philippines .,0,28.230089399319656,0.013031537701326368,1
177021,made a little cover for my iphone . the birds are not upside down on the back @URL & @URL,0,9.539896044470382,-0.6318307753635024,0
796335,now i understand why new kids say it ' s easy to make friends at lab . i have difficulty at neuqua . guess i am there for training not friends,0,28.49081181609553,0.022027167524830582,1
832741,"my latest blog "" the golden years .  a tribute to the very old "" @URL",1,12.445640277612043,-0.531574726012769,0
171844,"@USER no problem . at least look on the floor . we will not see the banana skin in our brains .  i step on it once , almost got killed",0,23.680432989932203,-0.1439439360193132,0
1118987,@USER the reseption doesnt start til  (  in rossland ) thats plenty of time im at the days inn room ,1,26.053843302678224,-0.06205484931640792,0
